Category,City,Country,Customer ID,Customer Name,Discount,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Year,Market2,weeknum,day_for_shipping,shipping_date_count,order_date_count,planning_day_for_shipping,planning_day_for_shippin_,late_risk,on_time,shipping_benefit
Office Supplies,New York City,United States,RP-193904,Resi Pölking,0.0,US,2014-11-28,CA-2014-103352,Medium,OFF-AR-10001573,American Pencil,2.0271,3,East,7,Consumer,2014-12-01,Second Class,0.47,New York,Art,2014,North America,48,3,71,103,2,2,1,0,-0.47
Office Supplies,New York City,United States,DJ-136304,Doug Jacobs,0.0,US,2014-12-19,CA-2014-115602,Medium,OFF-AR-10000462,Sanford Pocket Accent Highlighters,1.376,2,East,3,Consumer,2014-12-25,Standard Class,0.18,New York,Art,2014,North America,51,6,49,101,4,4,1,0,-0.18
Office Supplies,New York City,United States,DJ-136304,Doug Jacobs,0.0,US,2014-12-19,CA-2014-115602,Medium,OFF-AR-10002280,Staples,17.469,6,East,39,Consumer,2014-12-25,Standard Class,2.55,New York,Art,2014,North America,51,6,49,101,4,4,1,0,-2.55
Office Supplies,New York City,United States,CS-122504,Chris Selesnick,0.0,US,2011-02-08,US-2011-169390,Critical,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,9.744,4,East,65,Corporate,2011-02-11,Second Class,19.07,New York,Storage,2011,North America,7,3,7,10,2,2,1,0,-19.07
Office Supplies,New York City,United States,BK-112604,Berenike Kampe,0.0,US,2011-08-03,CA-2011-125612,Medium,OFF-ST-10003221,Staples,5.7672,2,East,21,Consumer,2011-08-08,Standard Class,1.39,New York,Storage,2011,North America,32,5,37,47,4,4,1,0,-1.39
Office Supplies,New York City,United States,KL-166454,Ken Lonsdale,0.0,US,2011-08-11,CA-2011-154641,Medium,OFF-ST-10004459,Tennsco Single-Tier Lockers,18.767,1,East,375,Consumer,2011-08-16,Standard Class,27.88,New York,Storage,2011,North America,33,5,35,40,4,4,1,0,-27.88
Office Supplies,New York City,United States,LD-170054,Lisa DeCherney,0.0,US,2011-09-29,CA-2011-124856,High,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",362.8404,9,East,1396,Consumer,2011-10-03,Second Class,143.17,New York,Storage,2011,North America,40,4,44,38,2,2,1,0,-143.17
Office Supplies,New York City,United States,NM-184454,Nathan Mautz,0.0,US,2011-11-04,CA-2011-164973,High,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",13.071,1,East,44,Home Office,2011-11-09,Standard Class,3.64,New York,Storage,2011,North America,45,5,40,60,4,4,1,0,-3.64
Office Supplies,New York City,United States,MP-181754,Mike Pelletier,0.0,US,2011-11-25,CA-2011-119151,High,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",55.896,4,East,1118,Home Office,2011-11-29,Second Class,105.31,New York,Storage,2011,North America,48,4,52,55,2,2,1,0,-105.31
Office Supplies,New York City,United States,BT-115304,Bradley Talbott,0.0,US,2011-12-22,CA-2011-146864,Medium,OFF-ST-10004946,Desktop 3-Pocket Hot File,56.264,4,East,216,Home Office,2011-12-26,Standard Class,10.54,New York,Storage,2011,North America,52,4,40,39,4,4,0,1,-10.54
Office Supplies,New York City,United States,TB-215204,Tracy Blumstein,0.0,US,2011-12-26,CA-2011-168473,Medium,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,19.188,6,East,192,Consumer,2012-01-01,Standard Class,18.42,New York,Storage,2011,North America,53,6,49,61,4,4,1,0,-18.42
Office Supplies,New York City,United States,LF-171854,Luke Foster,0.0,US,2012-03-05,CA-2012-109512,Critical,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",67.608,4,East,563,Consumer,2012-03-05,Same Day,49.81,New York,Storage,2012,North America,10,0,21,40,0,0,0,1,-49.81
Office Supplies,New York City,United States,HR-148304,Harold Ryan,0.0,US,2012-03-17,CA-2012-110632,Medium,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",9.1314,2,East,34,Corporate,2012-03-22,Second Class,3.43,New York,Storage,2012,North America,11,5,28,9,2,2,1,0,-3.43
Office Supplies,New York City,United States,DH-130754,Dave Hallsten,0.0,US,2012-03-20,CA-2012-159534,High,OFF-ST-10001172,"Tennsco Lockers, Sand",20.1408,4,East,84,Corporate,2012-03-23,First Class,12.13,New York,Storage,2012,North America,12,3,24,41,1,1,1,0,-12.13
Office Supplies,New York City,United States,SM-209504,Suzanne McNair,0.0,US,2012-03-26,US-2012-116981,Medium,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",282.2092,7,East,1085,Corporate,2012-03-28,Second Class,164.92,New York,Storage,2012,North America,13,2,19,27,2,2,0,1,-164.92
Office Supplies,New York City,United States,RP-193904,Resi Pölking,0.0,US,2012-04-07,CA-2012-166492,Medium,OFF-ST-10002214,X-Rack File for Hanging Folders,5.8708,2,East,23,Consumer,2012-04-10,First Class,0.58,New York,Storage,2012,North America,14,3,27,21,1,1,1,0,-0.58
Office Supplies,New York City,United States,MC-181004,Mick Crebagga,0.0,US,2012-04-09,CA-2012-116512,Medium,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",3.0498,3,East,18,Consumer,2012-04-14,Standard Class,0.53,New York,Storage,2012,North America,15,5,26,26,4,4,1,0,-0.53
Office Supplies,New York City,United States,AZ-107504,Annie Zypern,0.0,US,2012-05-12,CA-2012-130876,Medium,OFF-ST-10004258,Portable Personal File Box,9.8901,3,East,37,Consumer,2012-05-16,Second Class,3.57,New York,Storage,2012,North America,19,4,34,24,2,2,1,0,-3.57
Office Supplies,New York City,United States,KM-162254,Kalyca Meade,0.0,US,2012-07-06,CA-2012-108665,High,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,156.429,5,East,602,Corporate,2012-07-10,Standard Class,77.87,New York,Storage,2012,North America,27,4,26,28,4,4,0,1,-77.87
Office Supplies,New York City,United States,NP-183254,Naresj Patel,0.0,US,2012-08-09,CA-2012-131338,Medium,OFF-ST-10000642,"Tennsco Lockers, Gray",2.9372,2,East,42,Consumer,2012-08-12,First Class,2.46,New York,Storage,2012,North America,32,3,43,44,1,1,1,0,-2.46
Office Supplies,New York City,United States,JB-154004,Jennifer Braxton,0.0,US,2012-09-03,US-2012-104185,Medium,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,31.2858,1,East,120,Corporate,2012-09-08,Second Class,11.79,New York,Storage,2012,North America,36,5,52,60,2,2,1,0,-11.79
Office Supplies,New York City,United States,MC-172754,Marc Crier,0.0,US,2012-09-07,CA-2012-105599,Medium,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,0.2792,2,East,14,Consumer,2012-09-07,Same Day,1.36,New York,Storage,2012,North America,36,0,41,59,0,0,0,1,-1.36
Office Supplies,New York City,United States,AG-105254,Andy Gerbode,0.0,US,2012-09-07,CA-2012-164084,Medium,OFF-ST-10003638,Mobile Personal File Cube,18.9702,3,East,70,Corporate,2012-09-12,Standard Class,3.81,New York,Storage,2012,North America,36,5,54,59,4,4,1,0,-3.81
Office Supplies,New York City,United States,DM-135254,Don Miller,0.0,US,2012-09-11,CA-2012-132465,Medium,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,108.1752,4,East,773,Corporate,2012-09-15,Second Class,27.59,New York,Storage,2012,North America,37,4,56,60,2,2,1,0,-27.59
Office Supplies,New York City,United States,DM-135254,Don Miller,0.0,US,2012-09-11,CA-2012-132465,Medium,OFF-ST-10003641,Space Solutions Industrial Galvanized Steel Shelving.,1.576,1,East,79,Corporate,2012-09-15,Second Class,13.4,New York,Storage,2012,North America,37,4,56,60,2,2,1,0,-13.4
Office Supplies,New York City,United States,CC-126854,Craig Carroll,0.0,US,2012-09-14,CA-2012-140984,Medium,OFF-ST-10000585,Economy Rollaway Files,257.712,6,East,991,Consumer,2012-09-18,Standard Class,103.01,New York,Storage,2012,North America,37,4,44,36,4,4,0,1,-103.01
Office Supplies,New York City,United States,PF-191204,Peter Fuller,0.0,US,2012-09-17,US-2012-126977,Medium,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,27.434,4,East,95,Consumer,2012-09-23,Standard Class,6.37,New York,Storage,2012,North America,38,6,56,55,4,4,1,0,-6.37
Office Supplies,New York City,United States,PF-191204,Peter Fuller,0.0,US,2012-09-17,US-2012-126977,Medium,OFF-ST-10000617,Woodgrain Magazine Files by Perma,1.043,5,East,15,Consumer,2012-09-23,Standard Class,0.97,New York,Storage,2012,North America,38,6,56,55,4,4,1,0,-0.97
Office Supplies,New York City,United States,KD-164954,Keith Dawkins,0.0,US,2012-11-08,CA-2012-114811,Medium,OFF-ST-10000885,Fellowes Desktop Hanging File Manager,16.7875,5,East,67,Corporate,2012-11-08,Same Day,14.54,New York,Storage,2012,North America,45,0,41,88,0,0,0,1,-14.54
Office Supplies,New York City,United States,Dp-132404,Dean percer,0.0,US,2012-11-09,CA-2012-169796,High,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",3.0498,3,East,18,Home Office,2012-11-14,Standard Class,1.54,New York,Storage,2012,North America,45,5,70,62,4,4,1,0,-1.54
Office Supplies,New York City,United States,MH-177854,Maya Herman,0.0,US,2012-11-15,CA-2012-138954,Critical,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,20.5755,3,East,71,Corporate,2012-11-17,First Class,18.94,New York,Storage,2012,North America,46,2,77,79,1,1,1,0,-18.94
Office Supplies,New York City,United States,JD-158954,Jonathan Doherty,0.0,US,2013-01-25,CA-2013-168046,Medium,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",0.0,7,East,429,Corporate,2013-01-28,Second Class,30.92,New York,Storage,2013,North America,4,3,18,30,2,2,1,0,-30.92
Office Supplies,New York City,United States,AB-101054,Adrian Barton,0.0,US,2013-02-02,CA-2013-147431,Medium,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",5.898,2,East,118,Consumer,2013-02-07,Standard Class,4.17,New York,Storage,2013,North America,5,5,29,20,4,4,1,0,-4.17
Office Supplies,New York City,United States,GT-147104,Greg Tran,0.0,US,2013-02-19,CA-2013-123274,Medium,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,9.7176,3,East,243,Consumer,2013-02-24,Standard Class,16.91,New York,Storage,2013,North America,8,5,10,32,4,4,1,0,-16.91
Office Supplies,New York City,United States,SP-205454,Sibella Parks,0.0,US,2013-03-27,CA-2013-123666,High,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",18.398,5,East,460,Corporate,2013-03-31,Standard Class,49.75,New York,Storage,2013,North America,13,4,28,31,4,4,0,1,-49.75
Office Supplies,New York City,United States,KM-167204,Kunst Miller,0.0,US,2013-04-20,CA-2013-109666,Medium,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,13.7964,4,East,460,Consumer,2013-04-27,Standard Class,35.66,New York,Storage,2013,North America,16,7,51,33,4,4,1,0,-35.66
Office Supplies,New York City,United States,CC-124754,Cindy Chapman,0.0,US,2013-05-03,CA-2013-146836,High,OFF-ST-10001580,Super Decoflex Portable Personal File,12.5832,3,East,45,Consumer,2013-05-03,Same Day,14.51,New York,Storage,2013,North America,18,0,26,60,0,0,0,1,-14.51
Office Supplies,New York City,United States,BN-115154,Bradley Nguyen,0.0,US,2013-05-20,CA-2013-169943,Medium,OFF-ST-10004123,Safco Industrial Wire Shelving System,0.0,5,East,455,Consumer,2013-05-25,Standard Class,10.32,New York,Storage,2013,North America,21,5,37,28,4,4,1,0,-10.32
Office Supplies,New York City,United States,FM-143804,Fred McMath,0.0,US,2013-06-18,CA-2013-145842,Critical,OFF-ST-10000419,"Rogers Jumbo File, Granite",0.4074,3,East,41,Consumer,2013-06-21,Second Class,7.81,New York,Storage,2013,North America,25,3,58,79,2,2,1,0,-7.81
Office Supplies,New York City,United States,IM-150704,Irene Maddox,0.0,US,2013-06-24,CA-2013-140501,Medium,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,38.988,5,East,325,Consumer,2013-06-29,Standard Class,27.99,New York,Storage,2013,North America,26,5,62,77,4,4,1,0,-27.99
Office Supplies,New York City,United States,JG-158054,John Grady,0.0,US,2013-06-27,CA-2013-100790,Medium,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",84.51,5,East,704,Corporate,2013-07-03,Standard Class,56.38,New York,Storage,2013,North America,26,6,41,73,4,4,1,0,-56.38
Office Supplies,New York City,United States,SW-207554,Steven Ward,0.0,US,2013-07-15,CA-2013-137050,Medium,OFF-ST-10004634,"Personal Folder Holder, Ebony",3.363,1,East,11,Corporate,2013-07-19,Second Class,1.65,New York,Storage,2013,North America,29,4,38,40,2,2,1,0,-1.65
Office Supplies,New York City,United States,NP-187004,Nora Preis,0.0,US,2013-08-13,CA-2013-105459,Medium,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,286.3836,6,East,1591,Consumer,2013-08-18,Second Class,127.26,New York,Storage,2013,North America,33,5,71,61,2,2,1,0,-127.26
Office Supplies,New York City,United States,PN-187754,Parhena Norris,0.0,US,2013-09-11,US-2013-118780,High,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,8.922,2,East,59,Home Office,2013-09-15,Second Class,5.9,New York,Storage,2013,North America,37,4,63,51,2,2,1,0,-5.9
Office Supplies,New York City,United States,SZ-200354,Sam Zeldin,0.0,US,2013-09-23,CA-2013-135965,High,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",37.2186,6,East,128,Home Office,2013-09-26,First Class,24.78,New York,Storage,2013,North America,39,3,38,51,1,1,1,0,-24.78
Office Supplies,New York City,United States,BW-111104,Bart Watters,0.0,US,2013-10-14,CA-2013-101161,Low,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,23.9688,3,East,100,Corporate,2013-10-21,Standard Class,15.51,New York,Storage,2013,North America,42,7,46,55,4,4,1,0,-15.51
Office Supplies,New York City,United States,BW-112004,Ben Wallace,0.0,US,2013-10-28,CA-2013-116596,Medium,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,1.3392,2,East,33,Consumer,2013-11-01,Standard Class,1.33,New York,Storage,2013,North America,44,4,23,30,4,4,0,1,-1.33
Office Supplies,New York City,United States,BD-117704,Bryan Davis,0.0,US,2013-11-12,CA-2013-124667,Medium,OFF-ST-10002276,Safco Steel Mobile File Cart,20.84,1,East,83,Consumer,2013-11-17,Standard Class,8.23,New York,Storage,2013,North America,46,5,55,55,4,4,1,0,-8.23
Office Supplies,New York City,United States,EB-137504,Edward Becker,0.0,US,2013-11-12,CA-2013-145548,Medium,OFF-ST-10002562,Staples,7.8792,3,East,28,Corporate,2013-11-17,Standard Class,2.13,New York,Storage,2013,North America,46,5,55,55,4,4,1,0,-2.13
Office Supplies,New York City,United States,CK-127604,Cyma Kinney,0.0,US,2013-11-14,CA-2013-101336,Medium,OFF-ST-10000876,Eldon Simplefile Box Office,6.9664,2,East,25,Corporate,2013-11-19,Standard Class,1.92,New York,Storage,2013,North America,46,5,61,44,4,4,1,0,-1.92
Office Supplies,New York City,United States,CK-127604,Cyma Kinney,0.0,US,2013-11-14,CA-2013-101336,Medium,OFF-ST-10004258,Portable Personal File Box,9.8901,3,East,37,Corporate,2013-11-19,Standard Class,3.39,New York,Storage,2013,North America,46,5,61,44,4,4,1,0,-3.39
Office Supplies,New York City,United States,CK-127604,Cyma Kinney,0.0,US,2013-11-14,CA-2013-101336,Medium,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",20.163,5,East,78,Corporate,2013-11-19,Standard Class,4.01,New York,Storage,2013,North America,46,5,61,44,4,4,1,0,-4.01
Office Supplies,New York City,United States,MB-173054,Maria Bertelson,0.0,US,2013-11-15,CA-2013-118759,Medium,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",10.5144,3,East,40,Consumer,2013-11-18,First Class,0.49,New York,Storage,2013,North America,46,3,66,82,1,1,1,0,-0.49
Office Supplies,New York City,United States,DJ-136304,Doug Jacobs,0.0,US,2013-11-20,CA-2013-164511,High,OFF-ST-10004507,Advantus Rolling Storage Box,18.522,4,East,69,Consumer,2013-11-25,Standard Class,3.94,New York,Storage,2013,North America,47,5,63,52,4,4,1,0,-3.94
Office Supplies,New York City,United States,DJ-136304,Doug Jacobs,0.0,US,2013-11-20,CA-2013-164511,High,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,2.5984,2,East,65,Consumer,2013-11-25,Standard Class,2.35,New York,Storage,2013,North America,47,5,63,52,4,4,1,0,-2.35
Office Supplies,New York City,United States,BM-111404,Becky Martin,0.0,US,2013-12-05,CA-2013-126004,High,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,3.6588,3,East,183,Consumer,2013-12-06,First Class,48.1,New York,Storage,2013,North America,49,1,39,50,1,1,0,1,-48.1
Office Supplies,New York City,United States,BM-111404,Becky Martin,0.0,US,2013-12-05,CA-2013-126004,High,OFF-ST-10000676,Fellowes Econo/Stor Drawers,11.6316,2,East,194,Consumer,2013-12-06,First Class,21.38,New York,Storage,2013,North America,49,1,39,50,1,1,0,1,-21.38
Office Supplies,New York City,United States,EB-138404,Ellis Ballard,0.0,US,2013-12-05,CA-2013-139885,Medium,OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,0.0,6,East,213,Corporate,2013-12-09,Standard Class,14.29,New York,Storage,2013,North America,49,4,46,50,4,4,0,1,-14.29
Office Supplies,New York City,United States,JG-151604,James Galang,0.0,US,2013-12-06,CA-2013-108434,Medium,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",120.9468,3,East,465,Consumer,2013-12-08,Second Class,31.81,New York,Storage,2013,North America,49,2,73,80,2,2,0,1,-31.81
Office Supplies,New York City,United States,DL-133154,Delfina Latchford,0.0,US,2013-12-11,CA-2013-146941,High,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",22.5624,6,East,81,Consumer,2013-12-14,First Class,15.31,New York,Storage,2013,North America,50,3,75,71,1,1,1,0,-15.31
Office Supplies,New York City,United States,PK-190754,Pete Kriz,0.0,US,2013-12-15,CA-2013-129126,Medium,OFF-ST-10004507,Advantus Rolling Storage Box,4.6305,1,East,17,Consumer,2013-12-20,Standard Class,0.93,New York,Storage,2013,North America,51,5,59,10,4,4,1,0,-0.93
Office Supplies,New York City,United States,JK-161204,Julie Kriz,0.0,US,2013-12-19,CA-2013-150945,Critical,OFF-ST-10003716,Tennsco Double-Tier Lockers,117.0104,4,East,900,Home Office,2013-12-21,Second Class,195.54,New York,Storage,2013,North America,51,2,41,75,2,2,0,1,-195.54
Office Supplies,New York City,United States,DB-134054,Denny Blanton,0.0,US,2014-03-18,CA-2014-140949,Medium,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",27.9344,8,East,107,Consumer,2014-03-23,Second Class,9.47,New York,Storage,2014,North America,12,5,55,62,2,2,1,0,-9.47
Office Supplies,New York City,United States,DB-134054,Denny Blanton,0.0,US,2014-03-18,CA-2014-140949,Medium,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",12.0978,3,East,47,Consumer,2014-03-23,Second Class,2.54,New York,Storage,2014,North America,12,5,55,62,2,2,1,0,-2.54
Office Supplies,New York City,United States,BS-118004,Bryan Spruell,0.0,US,2014-04-10,CA-2014-135279,High,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0.0,3,East,502,Home Office,2014-04-12,First Class,53.87,New York,Storage,2014,North America,15,2,38,44,1,1,1,0,-53.87
Office Supplies,New York City,United States,AH-104654,Amy Hunt,0.0,US,2014-05-15,CA-2014-115546,High,OFF-ST-10002214,X-Rack File for Hanging Folders,5.8708,2,East,23,Consumer,2014-05-19,Standard Class,4.26,New York,Storage,2014,North America,20,4,48,54,4,4,0,1,-4.26
Office Supplies,New York City,United States,JS-156854,Jim Sink,0.0,US,2014-06-20,CA-2014-169999,Medium,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,6.465,2,East,129,Corporate,2014-06-27,Standard Class,11.25,New York,Storage,2014,North America,25,7,73,54,4,4,1,0,-11.25
Office Supplies,New York City,United States,DO-134354,Denny Ordway,0.0,US,2014-06-27,CA-2014-100636,Medium,OFF-ST-10004123,Safco Industrial Wire Shelving System,0.0,3,East,273,Consumer,2014-07-01,Standard Class,19.5,New York,Storage,2014,North America,26,4,55,69,4,4,0,1,-19.5
Office Supplies,New York City,United States,SC-202604,Scott Cohen,0.0,US,2014-06-27,CA-2014-107132,High,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",214.164,4,East,714,Corporate,2014-07-01,Standard Class,26.44,New York,Storage,2014,North America,26,4,55,69,4,4,0,1,-26.44
Office Supplies,New York City,United States,RA-192854,Ralph Arnett,0.0,US,2014-07-01,CA-2014-131695,Medium,OFF-ST-10001476,Steel Personal Filing/Posting Tote,67.1139,7,East,249,Consumer,2014-07-07,Standard Class,11.14,New York,Storage,2014,North America,27,6,49,37,4,4,1,0,-11.14
